"Population","Latitude","Longitude","Median_house_value","Median_household_income","Mean_household_income"
3410,34.27461,-118.5074,475,84375,94106
5859,34.26358,-118.5481,677.7,129717,174847
7087,34.2608,-118.5188,480,53059,69784
3558,34.26375,-118.5864,611.1,85863,115198
3069,34.26089,-118.6013,466.8,82708,93814
3894,34.22561,-118.6127,622.7,72091,101415
6655,34.22604,-118.6018,330,46383,55141
1602,34.23873,-118.6488,276,73646,76529
3661,34.2444,-118.6103,620.2,73188,96336
6057,34.22506,-118.5845,362.5,62299,72058
4444,34.24418,-118.522,567.4,39934,56835
5776,34.22432,-118.5145,534.8,47358,66244
4796,34.23843,-118.4622,369.1,73448,88350
4914,34.23916,-118.4986,520.5,75775,94847
3512,34.22982,-118.4906,448.7,58220,79482
3442,34.23371,-118.4712,270.5,35524,37431
2830,34.22424,-118.4703,318.7,35643,43062
4052,34.23016,-118.463,291.7,35324,48701
4137,34.24644,-118.4412,339.8,56140,75838
3871,34.24524,-118.4495,310.8,57466,76519
4694,34.23875,-118.4527,296.5,46186,53425
5045,34.22213,-118.4265,434,56618,68619
4940,34.22825,-118.4414,370.4,69554,69215
2310,34.22456,-118.4507,370.8,35071,39356
4417,34.2232,-118.4557,546.6,32904,46366
5531,34.21709,-118.4399,329.3,70714,67530
6272,34.21723,-118.4316,360.6,42370,51406
2932,34.22511,-118.3654,368.1,50613,56228
2721,34.23755,-118.3722,403.1,60250,80599
2365,34.22738,-118.3954,351.3,50921,59299
5293,34.23433,-118.3935,388.8,38060,49812
3005,34.21307,-118.4114,425,64474,76838
5000,34.21106,-118.3721,331.5,47372,64635
2833,34.2144,-118.3713,402.9,47137,59779
2439,34.21829,-118.3719,368.6,28340,42309
3794,34.20631,-118.3919,184.3,32426,42185
3432,34.20523,-118.367,356,48750,58246
4165,34.19083,-118.3665,352.4,54307,59246
4596,34.18309,-118.3645,431.3,39071,53423
3765,34.19532,-118.3906,400,28459,42475
3449,34.19497,-118.3943,273.3,31557,42247
2945,34.19204,-118.3752,367.4,35583,41831
4559,34.19963,-118.3996,350.2,52165,66372
4247,34.19832,-118.4218,541,43350,53431
4753,34.19485,-118.4275,579.9,37449,57886
4995,34.18176,-118.418,427.4,45769,62299
4114,34.18437,-118.4092,456.7,54236,65754
5531,34.1788,-118.4017,576.9,47971,63954
2561,34.17517,-118.3923,530.8,51026,73878
2658,34.18095,-118.3836,385.6,36639,49404
3071,34.174,-118.3746,459.1,31530,47231
4796,34.16175,-118.4164,778.9,72271,99287
5431,34.16572,-118.3922,655.3,61433,91289
4843,34.16648,-118.3679,332.8,44048,57809
4024,34.16251,-118.3749,433.3,57500,64255
3544,34.15812,-118.3745,446.3,61848,75524
3077,34.16228,-118.3662,460,52722,60005
3083,34.15691,-118.3661,446,60839,73312
4726,34.2039,-118.4449,354.9,34652,49474
2939,34.20446,-118.4295,188.8,33908,39869
5531,34.2063,-118.4598,405,37840,48433
4931,34.20458,-118.4528,331.1,34289,50090
4460,34.2055,-118.4688,325.6,45379,56783
5818,34.20586,-118.4782,294.5,38917,50174
3164,34.19065,-118.4781,457,35398,59290
4037,34.19685,-118.4528,460.6,38750,58333
4100,34.19737,-118.4352,392.5,50833,69505
4795,34.19035,-118.4444,450,34442,47003
4688,34.185,-118.4581,334.3,32473,44554
4015,34.17018,-118.4442,460.8,60938,76742
4288,34.179,-118.4383,502.6,33156,60614
5639,34.16099,-118.4409,617.1,63682,97647
3307,34.168,-118.4655,427.5,53419,71701
6409,34.21382,-118.539,367.6,48843,58798
5698,34.19963,-118.5398,361.2,55967,70207
3429,34.21545,-118.5141,390,84583,86181
4902,34.21489,-118.5229,370.3,68143,76592
5897,34.21399,-118.5324,361.1,54607,63312
5341,34.20507,-118.5278,379.3,50260,63830
4210,34.20488,-118.5098,359.2,59659,70371
6494,34.19786,-118.527,378.7,29934,46876
3763,34.19812,-118.5489,342.2,50474,61527
3672,34.19041,-118.5481,298.4,51909,64804
4912,34.19098,-118.5277,428.4,52616,64746
3461,34.18319,-118.529,576.6,59737,87345
2882,34.21436,-118.6099,420.8,76713,91188
3847,34.21839,-118.6031,196.3,32969,46577
3498,34.21152,-118.6029,340,60000,69235
4684,34.20345,-118.6305,555,82887,98236
5453,34.1975,-118.599,240.2,40109,42014
3126,34.20392,-118.5944,385.7,30430,38782
3954,34.20494,-118.6012,325.2,40513,48396
4594,34.20477,-118.5702,315.8,48852,60684
4338,34.19231,-118.5822,393.5,45463,56721
4445,34.18488,-118.6071,383.6,48266,61292
7055,34.19,-118.6534,539.3,90781,103318
5270,34.17284,-118.6137,590.4,66284,79307
2264,34.17698,-118.6354,739.8,143451,179517
4338,34.17759,-118.6542,707.7,102240,121901
5364,34.15628,-118.6252,726.1,101083,130103
4422,34.17642,-118.5384,323.9,50000,61070
4186,34.1759,-118.5333,292.8,45278,57032
3007,34.16301,-118.5269,612.4,59286,74856
4657,34.16792,-118.5245,332.9,36030,55809
3476,34.16729,-118.5203,331.5,47184,57912
4633,34.16517,-118.5105,945.1,88482,174202
3707,34.15268,-118.4402,594.4,54504,72045
5504,34.15337,-118.4625,733.1,73514,108819
2738,34.15135,-118.452,695.7,60541,91086
4708,34.14833,-118.4069,761.5,82880,115873
3205,34.1422,-118.369,422.7,71202,111201
3748,34.1285,-118.3559,972.2,118618,171844
3629,34.1355,-118.2227,600.8,82453,96959
4302,34.13652,-118.2091,488.7,61274,77424
4352,34.12999,-118.2113,505.5,61786,80715
2065,34.12011,-118.174,486.6,83944,88217
4114,34.11981,-118.1893,428.3,46726,54747
3483,34.12965,-118.1972,554.4,44167,66772
3480,34.12088,-118.2008,371.3,48194,61944
2543,34.12169,-118.2095,431.6,50078,62632
2820,34.12584,-118.2162,436.7,55905,66390
3264,34.11564,-118.1901,463.4,38667,54123
6295,34.10456,-118.2087,536.1,65262,98485
3200,34.10011,-118.2314,412.2,53171,65616
3061,34.09258,-118.2229,369.1,43380,50581
3081,34.08987,-118.225,427.4,40603,49514
4715,34.12852,-118.2301,522.5,77390,88389
3068,34.12244,-118.2201,474.2,46750,64191
1974,34.12059,-118.225,486.4,55776,79002
2999,34.12107,-118.2397,387.5,47634,57824
5198,34.11198,-118.2298,505.8,76533,89048
2899,34.11211,-118.2389,466.4,48098,63404
3254,34.11218,-118.2536,571.9,50972,65108
3132,34.10262,-118.2462,353.8,46346,53616
3216,34.10187,-118.257,663.8,75175,92345
4076,34.13029,-118.2687,581.9,47363,64293
3536,34.12093,-118.2638,644.8,62857,74971
3096,34.11095,-118.2886,523.3,67500,101752
3293,34.10358,-118.2965,854.2,34688,44579
2718,34.10958,-118.2956,964.6,95921,126700
4452,34.10802,-118.3218,722.4,50357,72663
3942,34.13115,-118.3397,912.4,80000,119463
2227,34.10932,-118.3401,882,74333,137838
4021,34.09809,-118.359,715.4,53602,75580
2164,34.10251,-118.3476,528.6,46680,67548
2304,34.10065,-118.3509,727.1,39804,65065
4481,34.09971,-118.3423,740.2,34917,45822
4758,34.10372,-118.3142,378.6,29989,42679
3728,34.09996,-118.304,479.4,20644,32011
3338,34.09643,-118.3038,541.7,21903,39685
4135,34.09306,-118.3044,481.1,32319,41782
4591,34.09812,-118.2971,380.5,27598,42158
2124,34.09317,-118.298,757,33287,55121
2327,34.09226,-118.2871,506,37528,47714
5092,34.08855,-118.2882,520.8,31818,37161
3365,34.08512,-118.288,577.4,35399,43108
5551,34.08774,-118.298,525.3,37159,47796
4502,34.08662,-118.3059,526.4,39219,53439
2789,34.08863,-118.3024,500,33323,41294
3498,34.08883,-118.3263,537.5,30467,42452
3355,34.09302,-118.3383,600,52067,60172
2466,34.08531,-118.3479,753.3,50000,67658
2735,34.08364,-118.3549,782.4,84359,120010
2799,34.08002,-118.3276,845.3,70472,98568
3628,34.08005,-118.3173,840.6,55099,75324
3637,34.07985,-118.3115,600,44432,52426
5067,34.08035,-118.3025,593.8,31639,42641
4389,34.08083,-118.2965,490.9,33077,42882
3868,34.07772,-118.296,697.9,36075,47756
3513,34.0804,-118.2879,490.6,26413,37680
3335,34.08519,-118.372,955.4,78025,123382
4717,34.10204,-118.2679,905.1,99792,144934
2834,34.10848,-118.2779,757.7,65708,93790
3185,34.1029,-118.2791,849.7,130708,142299
3203,34.09956,-118.2838,604.5,54363,71015
4395,34.0915,-118.2749,784.5,65714,90208
4971,34.08792,-118.265,727.5,73750,109590
2304,34.07441,-118.2633,431,36556,50285
2881,34.0752,-118.2764,425.9,38818,53341
2643,34.07827,-118.2728,509.7,46313,57276
1905,34.08666,-118.279,653.8,52553,71445
2216,34.08101,-118.2824,498.8,51250,70506
3757,34.09014,-118.234,384.7,44560,53335
3909,34.08037,-118.2526,573.9,51023,65835
3704,34.09153,-118.2509,589.9,51386,73813
3889,34.07324,-118.257,657.4,41548,58926
5103,34.06849,-118.2466,473.9,36206,44921
5066,34.08044,-118.2173,341.9,28869,41446
2710,34.08018,-118.1966,336,38879,48742
4089,34.0762,-118.212,315,32404,43311
3031,34.08025,-118.204,339.4,33266,46213
3848,34.08894,-118.2038,443.6,53359,73719
4668,34.08859,-118.2098,330.9,30190,38132
5631,34.07039,-118.2104,380,37336,44803
2574,34.09404,-118.1727,393.1,43375,54504
3442,34.08763,-118.1883,375.9,35588,50243
4311,34.06782,-118.1869,377.9,44095,60644
5306,34.08646,-118.1651,370.6,51718,57423
4844,34.05251,-118.1968,368.3,39393,44549
2607,34.05868,-118.2078,312.5,38924,40889
5394,34.05112,-118.2092,283.9,26821,37750
3259,34.04997,-118.2011,400.5,33021,42192
4001,34.04722,-118.2033,307.9,33101,42944
4589,34.04493,-118.1956,303.7,43819,49134
2650,34.0338,-118.2011,360.1,45909,57962
3303,34.04369,-118.2053,281.6,26295,34051
4787,34.03886,-118.208,332.7,26953,38674
4101,34.03733,-118.216,386.4,37277,51354
4478,34.02875,-118.2031,369.4,36698,41910
2598,34.01967,-118.1974,360.4,45000,48408
3618,34.02122,-118.2093,430,25450,31455
3127,34.06898,-118.2313,386.1,16128,30548
2957,34.04206,-118.235,425.3,49475,65293
5275,34.04753,-118.2231,357.8,22483,33631
3386,34.04685,-118.2426,401,15013,37364
2077,34.0647,-118.2414,477.8,16285,27476
4521,34.04593,-118.2519,210.2,13400,30781
3791,34.04649,-118.2489,325.5,32127,56750
6893,34.06356,-118.2571,351.9,35450,46145
2201,34.06159,-118.266,240.4,37389,49043
3770,34.06381,-118.269,326.9,21505,30096
3571,34.06652,-118.2747,359,24437,33392
4195,34.07145,-118.282,428.6,43125,50104
4660,34.06917,-118.2788,443.2,33646,44385
4309,34.06577,-118.2826,272.3,41175,46916
5267,34.0558,-118.2678,395.7,17975,28158
5021,34.05092,-118.2683,736.8,24656,37246
2645,34.07434,-118.2942,729.2,32330,36830
3846,34.07082,-118.2986,426.2,28685,39473
3184,34.07087,-118.2946,793,27344,39386
3859,34.07224,-118.3022,583.3,29706,42924
2827,34.06606,-118.3167,786.8,52165,129101
4750,34.06721,-118.3114,385.7,40428,47064
3016,34.06376,-118.3118,348.6,36094,50621
3529,34.06703,-118.3023,291.4,39472,45000
4657,34.06718,-118.2985,222,31077,40370
2507,34.0641,-118.2948,429.2,37470,49362
3052,34.05621,-118.2943,513.9,27462,33545
3903,34.05894,-118.3017,573.8,36594,42715
4074,34.05971,-118.3125,591.8,34130,60533
2430,34.05434,-118.3197,675.8,50284,59313
4273,34.05139,-118.331,610,52545,72329
4074,34.04953,-118.3224,674.1,23787,40462
2721,34.05138,-118.3123,654.4,38946,71569
4198,34.05278,-118.3044,363.6,31035,37842
3477,34.05038,-118.298,445.5,33464,38100
2877,34.07823,-118.3572,843.8,79297,99574
3083,34.07442,-118.3873,498.8,71250,100366
2289,34.05654,-118.3384,844.5,78125,101187
4911,34.05716,-118.3489,839.8,70723,92864
4189,34.05675,-118.3797,674.4,46573,65262
2615,34.06122,-118.3805,503.5,40313,72742
5060,34.05091,-118.3632,734,57634,77262
4977,34.05055,-118.3806,682.7,55095,77511
5374,34.04876,-118.3542,678.1,49826,67184
4530,34.04394,-118.3206,444.3,30789,41477
4457,34.04289,-118.3426,475,31437,37809
4358,34.04379,-118.3364,479.5,38730,59756
5520,34.04216,-118.3542,531.6,38460,49484
3142,34.03741,-118.3429,465.5,37088,53072
2176,34.03297,-118.3326,545.5,31326,48112
2658,34.03811,-118.3228,574.7,41786,51072
5464,34.03208,-118.3234,507.4,27083,40588
3700,34.02796,-118.3317,390.2,33596,44519
1737,34.02092,-118.3413,440.4,57614,59661
4306,34.03011,-118.348,392.8,37550,48248
3310,34.0292,-118.3553,457.1,44853,46289
3565,34.04575,-118.2875,625,22306,34196
3300,34.04345,-118.3029,379,29000,45757
3378,34.04417,-118.2948,488.5,30768,37219
2715,34.03856,-118.3082,548.3,29750,42111
3403,34.03453,-118.296,500,32721,46357
2773,34.03055,-118.2921,473.5,16288,27150
3095,34.03044,-118.2867,480,10969,25764
3664,34.02713,-118.2899,146.9,11843,25348
4655,34.02174,-118.313,329,40366,47271
4963,34.02194,-118.3041,414.9,35190,48349
5631,34.02181,-118.2959,289.8,22612,36481
2392,34.04153,-118.2768,483,26750,31042
3224,34.04243,-118.2805,585.2,19867,31588
2369,34.0332,-118.2769,385,19614,31065
3425,34.02224,-118.2694,403.6,35921,44629
2068,34.02556,-118.2548,434.7,27432,32094
1604,34.03623,-118.2478,289.5,25786,46760
4906,34.02176,-118.2572,290.9,27664,32880
6170,34.01748,-118.2621,330.4,28727,38467
4916,34.00826,-118.2454,309.8,27727,33650
3150,34.0083,-118.2716,304.7,30525,38214
5220,34.00355,-118.269,344.3,31162,40065
4235,33.99992,-118.2543,346.4,28971,37749
5575,33.99878,-118.2449,356.5,23472,43548
4557,33.99254,-118.2518,338.7,42158,46142
5498,33.99806,-118.2698,391.4,27458,33243
4729,33.99327,-118.2606,393.3,40074,44200
3350,34.01439,-118.2754,296.8,22346,32939
3824,34.01475,-118.2937,282.6,22346,30758
5348,34.01479,-118.3038,432.4,27542,42653
7110,34.00702,-118.2976,411.2,32404,45630
4966,34.00777,-118.2846,280.7,23793,34238
5303,34.00756,-118.2769,295.2,26702,34094
5968,33.99973,-118.2771,357.7,30356,36584
5263,33.99967,-118.2841,295.7,29865,37636
3926,33.99731,-118.2984,246.3,26725,38801
6957,33.99944,-118.3107,294.5,36653,45556
5335,34.01194,-118.3208,440.5,48750,58447
2376,34.01586,-118.331,424.1,58750,68533
4098,34.00736,-118.3279,429.5,36357,49127
2728,33.99766,-118.3226,312.6,34135,44689
3888,33.98721,-118.3272,374,37500,40835
4520,33.9852,-118.3459,407.1,65690,77239
4557,33.97395,-118.3306,379.6,25759,37541
4113,34.00655,-118.3502,636.9,53735,68087
3254,33.98567,-118.2844,283.3,23625,32092
3506,33.98582,-118.2991,306.5,33932,41701
3621,33.97077,-118.3109,337,50700,60995
5864,33.94758,-118.3093,307.6,60026,69735
4626,33.96378,-118.3104,343.7,44656,56593
4821,33.96593,-118.2867,381.5,19648,29527
3787,33.96264,-118.2868,317.6,27721,35484
4497,33.95623,-118.3085,352.6,40709,61080
3562,33.98541,-118.2769,358.1,19147,30931
4724,33.98501,-118.2695,283.8,40094,47939
3996,33.97857,-118.2772,339.2,31964,43499
3444,33.97872,-118.2717,292.5,28603,38520
3927,33.96249,-118.2747,338.2,32532,37295
3673,33.95822,-118.2628,300,22432,29747
5252,33.95588,-118.2755,315.5,27697,37456
5383,33.95002,-118.2862,288.8,32636,45741
5655,33.94716,-118.2752,257.8,29385,35839
4932,33.94665,-118.2688,338.5,31484,40105
6161,33.94729,-118.2596,256.5,33750,43435
4285,33.92951,-118.2664,381.7,31188,37904
3606,33.92506,-118.2622,275,44049,48133
4943,33.93406,-118.2855,311.6,33019,42087
2313,33.92561,-118.2862,372.9,23056,40117
3285,33.92499,-118.2748,317.9,33388,44487
3938,33.93915,-118.2501,307.1,33705,44349
4586,33.94943,-118.246,295.6,35750,46329
5273,33.9356,-118.2422,265.4,30000,37041
2319,34.0556,-118.4661,625.7,89000,129234
4646,34.05094,-118.4642,779.3,82558,110229
4561,34.05125,-118.4416,754.9,92750,111385
2890,34.05596,-118.4325,881.2,94531,144835
3042,34.06078,-118.4344,955.6,116875,172597
5927,34.04667,-118.4368,705,69813,97167
4580,34.04206,-118.4656,610.3,78646,88082
2806,34.04642,-118.4611,656.6,85469,104580
5379,34.0411,-118.4561,603.4,67702,85847
2549,34.0357,-118.4516,718,71960,89058
2990,34.04066,-118.4463,591.7,70862,80945
2917,34.03997,-118.4306,879.7,82552,132054
2428,34.05546,-118.4102,917.7,106786,189995
3413,34.041,-118.38,630.8,43764,55242
3252,34.04241,-118.3844,916.7,49583,64156
4085,34.03601,-118.3873,647.1,67349,85882
4412,34.02683,-118.3982,442.7,57911,66395
2449,34.03399,-118.4275,815.1,75341,100926
4506,34.02592,-118.4422,727.5,78198,95054
3391,34.01003,-118.4472,857.1,119762,167402
4134,34.02468,-118.4256,690.4,52083,60944
5911,34.01963,-118.412,616.1,54479,68875
3877,34.00942,-118.4309,933.4,57219,93515
2411,34.00034,-118.4346,566.2,50411,64870
4074,34.00198,-118.427,686.1,46088,56394
3695,33.99575,-118.472,998,70417,115347
2801,33.99823,-118.4527,913.1,73021,109285
4993,33.9893,-118.424,680.8,61229,88601
5207,33.99213,-118.4128,588,39265,54556
2711,33.98674,-118.4079,623.1,56570,85380
5592,33.9751,-118.3749,519,56563,70146
5063,33.96724,-118.418,776,85518,116919
3983,33.95716,-118.4244,471.4,75510,77949
5395,33.96989,-118.4002,840.3,132500,163576
3004,33.96531,-118.3787,621.8,102821,94859
2210,33.91351,-118.2895,397.3,27250,40306
3582,33.90208,-118.2887,403.5,59219,61989
3353,33.879,-118.2874,442,36250,52218
6543,33.84251,-118.3058,418.2,41620,56920
6629,33.83093,-118.3047,404.9,53582,62525
6742,33.8217,-118.3042,437.1,32988,40335
4720,33.80002,-118.3038,481.5,84063,87599
2370,33.79287,-118.2475,291.5,45682,53947
4951,33.79464,-118.2689,391,66970,72633
2448,33.7946,-118.2779,371.5,70409,74322
4754,33.78433,-118.2773,329.7,43390,50742
4214,33.78624,-118.2719,365.3,39077,54632
3564,33.78644,-118.266,328.8,42083,48639
3019,33.78108,-118.2562,247.2,27326,34074
3991,33.77952,-118.2715,420,35506,40894
4307,33.74173,-118.284,273.8,20598,32213
4221,33.75503,-118.303,431.9,83495,94999
3091,33.74561,-118.3039,492.3,72279,83157
5218,33.73992,-118.2923,441.5,40479,52247
4127,33.73018,-118.2928,358.5,40727,49066
3423,33.72463,-118.2989,424.8,56989,69635
3603,33.7246,-118.321,723.4,104907,119626
2594,33.7116,-118.288,576.9,71275,84543
3503,33.71623,-118.2902,478.6,76607,88706
6140,34.24123,-118.2559,626.9,99151,113962
6026,34.21094,-118.2281,552.6,67628,85251
6144,34.19166,-118.2388,866.4,106925,145424
6463,34.16969,-118.2085,847.2,119485,162393
1998,34.15276,-118.2106,748.3,112768,120231
4841,34.15656,-118.2323,668.6,56826,82239
6491,34.16203,-118.2488,688.1,70897,96406
4368,34.16617,-118.2607,425.2,63718,75022
2209,34.16822,-118.2729,687.5,92772,104220
5363,34.16296,-118.2703,635.8,51635,76055
1902,34.17625,-118.2883,617.8,75682,95760
6198,34.16965,-118.291,509.8,37129,46464
5556,34.15105,-118.2683,483,45395,55522
3578,34.14947,-118.2614,320.7,34622,54698
7810,34.15435,-118.2477,442.1,52667,71753
3532,34.15005,-118.2505,349.2,41478,60661
3578,34.1489,-118.2437,384.5,34738,57435
4214,34.14901,-118.2386,428.3,41982,70319
3790,34.14472,-118.2639,423.1,47353,56760
5944,34.13341,-118.2587,392.4,39191,45097
4330,34.1375,-118.2467,401.9,28780,37769
5849,34.20531,-118.3162,807.2,85250,126716
2987,34.19973,-118.3184,698.8,85398,104810
2655,34.19266,-118.3191,784.7,90357,102934
4909,34.17232,-118.3236,571.6,58606,87145
3755,34.18407,-118.3431,578.5,67740,74167
3897,34.18377,-118.3541,517.7,71571,77543
3811,34.17426,-118.3433,573.7,75870,100016
5633,34.1643,-118.3381,603,70213,87151
6137,34.1626,-118.3203,611.8,76194,98877
3033,34.16619,-118.3067,621.3,54080,69752
3813,34.17149,-118.3116,612.4,48077,59162
5797,34.29042,-118.4356,297.7,57188,63898
6948,34.28152,-118.4467,354.1,42622,50262
3204,34.14013,-117.7085,955.9,177734,239764
5328,34.12654,-117.7153,641.7,138571,150130
4798,34.13344,-117.7769,646.9,106917,122559
4125,34.13289,-117.8319,547.9,89018,113160
2126,34.15185,-117.8604,904.4,134773,245135
5249,34.14875,-117.913,353.9,73396,82388
2980,34.14467,-117.9038,404.2,64808,76687
3967,34.13357,-117.8882,414,56058,74395
3973,34.1414,-117.8658,535.6,60305,84719
3101,34.1307,-117.8666,433.7,65833,69850
4371,34.11179,-117.839,416.9,83125,90447
5216,34.11122,-117.8551,429,77540,82983
5642,34.08168,-117.8294,574.6,88375,111963
6521,34.11283,-117.814,372.1,67181,84146
5034,34.11674,-117.7637,169.2,64740,76426
4137,34.11272,-117.7437,425.7,71563,84581
7378,34.11451,-117.7181,548.7,82500,99971
5711,34.10014,-117.7255,612.6,71898,91337
4623,34.08577,-117.7334,329.5,59615,65388
4815,34.08506,-117.7453,300.2,56293,60482
6584,34.07954,-117.7619,406.1,62299,72208
7076,34.0515,-117.784,277.3,57789,61164
3006,34.06623,-117.793,279.8,53125,89630
7225,34.04785,-117.7601,255,41233,43865
3328,34.07182,-117.731,289.9,72007,74317
3945,34.07117,-117.7204,280,67981,75277
6835,34.03786,-117.7569,248,54795,60439
4721,34.03698,-117.7822,481,105000,119725
6243,34.032,-117.7685,441.7,80343,94244
6034,34.02015,-117.7948,542.7,93913,109712
3808,33.98877,-117.8348,534.3,81574,89102
5356,33.99642,-117.8221,550.5,88821,101796
6804,33.98648,-117.8147,734.8,105481,144523
5140,34.03208,-117.8403,768.1,117250,132649
2521,34.02708,-117.8563,702.8,108750,155310
6576,34.02515,-117.8829,591.2,105259,108830
3794,34.09022,-117.8591,484.4,98936,100277
5734,34.08771,-117.873,400.4,53174,63003
5553,34.10299,-117.8461,355.2,63281,74549
4806,34.11176,-117.8728,379.3,57426,65964
5107,34.11922,-117.9156,378.9,69294,74906
2977,34.11089,-117.9115,376.7,62292,85555
5266,34.11041,-117.9036,290.4,42886,48248
1422,34.10627,-117.9441,382.3,65455,74324
5873,34.07305,-117.9942,317.2,61635,66746
5882,34.07129,-117.9856,289.2,41250,52794
3178,34.06453,-117.9905,339,66094,78057
7305,34.07927,-117.977,343.5,42250,57944
4335,34.07297,-117.9699,307.6,47353,55785
1741,34.06697,-117.9666,286.4,51917,55744
5658,34.09523,-117.975,336.4,48542,60224
6170,34.10255,-117.9639,291.1,53917,63510
3197,34.10227,-117.9487,332.5,65375,76367
5304,34.09569,-117.9616,372.6,53443,68108
5205,34.0842,-117.9514,337.2,51344,66984
3484,34.07666,-117.957,315.6,50000,72092
3349,34.08697,-117.9402,400,39777,50186
5351,34.07644,-117.9444,400.8,75560,92107
5059,34.0937,-117.9013,397.9,75897,80971
